grid_id,grid_score,grid_segment
37701,35.97,good
37716,50.8,good
37727,52.18,good
37759,33.1,good
37810,61.8,good
37814,32.57,good
37815,61.86,good
37819,24.16,good
37837,20.15,good
37841,76.66,good
37903,21.74,good
37928,17.86,good
37947,48.88,good
37949,45.74,good
37955,54.57,good
37998,50.52,good
38018,49.56,good
38047,49.82,good
38055,46.12,good
38061,58.89,good
38117,6.19,neutral
38144,16.86,good
38184,51.39,good
38258,34.03,good
38314,15.63,good
38362,40.06,good
38363,20.4,good
38384,16.11,good
38417,33.86,good
38418,30.53,good
38431,14.73,good
38446,37.81,good
38453,1.79,neutral
38486,1.47,neutral
38493,50.16,good
38538,45.31,good
38593,11.17,neutral
38594,11.93,neutral
38601,22.23,good
38607,16.97,good
38610,21.64,good
38661,38.96,good
38662,37.92,good
38666,23.78,good
38683,10.67,good
38706,42.5,good
38765,40.94,good
38792,17.37,good
38873,16.11,neutral
38942,13.16,neutral
38946,43.62,good
39010,59.53,good
39019,38.59,good
39023,22.13,good
39032,26.77,good
39060,1.0,neutral
39077,47.92,good
39080,16.83,good
39089,25.81,good
39105,8.8,neutral
39203,16.27,good
39212,37.02,good
39242,29.6,good
39280,10.24,good
39305,8.75,neutral
39306,21.26,good
39309,15.08,neutral
39310,11.88,neutral
39326,40.96,good
39329,20.15,neutral
39348,14.15,neutral
39379,47.3,good
39444,22.79,good
39449,31.86,good
39484,41.07,good
39505,26.69,good
39542,13.05,neutral
39588,25.38,good
39614,31.79,good
39619,31.53,good
39652,30.85,good
39666,23.52,good
39690,10.56,neutral
39698,21.55,good
39713,38.14,good
39714,44.96,good
39723,27.16,good
39767,10.9,neutral
39794,23.09,good
39798,16.72,good
39854,43.71,good
39855,20.43,good
39877,54.74,good
39878,46.78,good
39879,30.53,good
39960,17.62,good
39972,49.32,good
39998,1.0,neutral
40081,8.73,neutral
40084,25.35,good
40092,34.72,good
40093,58.22,good
40100,38.34,good
40110,63.55,good
40194,24.95,good
40250,3.88,neutral
40260,23.02,good
40297,14.68,neutral
40339,38.03,good
40366,76.29,good
40370,23.54,good
40391,51.85,good
40392,41.92,good
40403,46.91,good
40450,27.38,good
40458,26.23,good
40503,25.6,good
40519,3.88,neutral
40528,10.7,good
40546,8.89,neutral
40550,9.76,good
40562,61.5,good
40564,34.99,good
40569,33.73,good
40577,30.92,good
40599,82.28,good
40628,45.19,good
40686,25.86,good
40728,14.0,good
40792,30.59,good
40818,52.12,good
40826,59.04,good
40847,46.2,good
40850,38.75,good
40859,44.34,good
40917,39.79,good
40918,23.43,good
40922,34.77,good
40925,38.23,good
40929,32.84,good
41037,36.01,good
41042,21.87,good
41046,27.33,good
41103,45.45,good
41109,65.57,good
41141,32.55,good
41160,25.19,good
41174,35.66,good
41217,11.65,neutral
41219,14.14,neutral
41220,18.26,good
41228,9.77,neutral
41275,25.83,good
41278,18.31,good
41286,35.94,good
41298,72.6,good
41299,16.94,good
41320,32.0,good
41389,64.51,good
41412,19.57,good
41429,5.76,neutral
41458,14.42,good
41490,1.0,neutral
41506,14.81,good
41513,28.39,good
41530,20.01,good
41591,32.35,good
41598,37.93,good
41627,48.48,good
41641,28.89,good
41645,21.95,good
41770,25.69,good
41787,44.64,good
41789,35.33,good
41791,34.57,good
41838,30.45,good
41854,34.63,good
41867,25.25,good
41881,20.84,neutral
41883,18.09,good
41925,1.0,neutral
41939,9.89,good
42026,25.45,good
42111,17.46,good
42174,1.0,neutral
42202,4.46,neutral
42270,18.29,good
42283,48.46,good
42360,15.2,neutral
42424,18.2,good
42460,8.12,neutral
42496,40.56,good
42507,52.3,good
42512,16.51,good
42513,17.85,good
42516,1.0,neutral
42565,27.78,good
42579,29.93,good
42598,23.98,good
42630,6.01,neutral
42791,30.98,good
42835,13.25,good
42863,6.98,neutral
42950,16.03,good
42951,7.67,neutral
42962,26.2,good
42982,27.57,good
42994,15.92,good
42995,2.09,neutral
43008,4.02,neutral
43047,40.62,good
43062,35.45,good
43063,22.81,good
43184,3.29,neutral
43229,40.84,good
43230,45.6,good
43300,23.85,good
43351,8.47,neutral
43402,6.68,neutral
43464,4.48,neutral
43476,53.15,good
43503,59.93,good
43526,33.22,good
43582,3.91,neutral
43596,4.79,neutral
43614,1.0,neutral
43638,23.51,good
43658,39.54,good
43666,35.39,good
43715,57.09,good
43733,15.18,good
43740,47.19,good
43764,44.98,good
43768,19.65,good
43817,1.0,neutral
43862,8.47,neutral
43885,13.93,good
43892,18.44,good
43959,15.88,good
43980,43.56,good
44025,2.13,neutral
44071,1.0,neutral
44088,1.0,neutral
44106,1.0,neutral
44131,3.67,neutral
44151,13.99,good
44153,42.22,good
44154,40.43,good
44167,33.63,good
44231,32.77,good
44238,37.23,good
44242,39.72,good
44379,20.17,good
44388,37.86,good
44390,28.93,good
44395,28.91,good
44401,26.1,good
44433,49.33,good
44456,23.69,good
44478,42.76,good
44485,12.4,good
44491,25.03,good
44597,10.09,good
44642,47.71,good
44657,34.95,good
44667,37.87,good
44717,30.0,good
44722,24.85,good
44766,1.0,neutral
44815,3.47,neutral
44867,11.9,good
44868,7.77,neutral
44877,13.5,good
44890,13.78,good
44905,33.74,good
44926,28.97,good
44960,16.68,good
45006,1.01,neutral
45187,17.23,good
45195,15.38,good
45204,24.66,neutral
45207,14.47,neutral
45291,1.0,neutral
45328,17.35,good
45329,11.94,good
45359,37.44,good
45360,45.06,good
45373,41.38,good
45374,34.04,good
45375,40.35,good
45398,49.49,good
45441,15.06,neutral
45601,47.95,good
45610,27.49,good
45665,23.75,good
45691,27.52,good
45743,5.39,neutral
45771,8.08,neutral
45795,1.0,neutral
45823,47.47,good
45824,21.59,good
45847,33.65,good
45855,32.15,good
45863,22.73,good
45909,34.1,good
45924,30.48,good
45926,37.07,good
45929,17.98,good
46010,1.0,neutral
46062,49.0,good
46067,26.04,good
46080,50.02,good
46145,20.56,good
46159,25.66,good
46202,6.53,neutral
46270,4.58,neutral
46316,25.39,good
46328,16.99,good
46387,13.8,good
46426,10.37,neutral
46465,1.0,neutral
46487,1.0,neutral
46511,1.0,neutral
46537,13.27,good
46546,23.41,good
46553,23.9,good
46580,6.04,neutral
46590,27.55,good
46637,19.72,good
46716,4.53,neutral
46724,1.0,neutral
46790,5.62,neutral
46856,5.28,neutral
46860,16.44,good
46903,17.78,good
46904,23.48,neutral
46929,1.0,neutral
47063,46.8,good
47152,1.01,neutral
47271,35.5,good
47285,12.2,neutral
47294,20.8,good
47302,32.07,good
47348,9.82,good
47493,31.92,good
47518,35.03,good
47534,12.8,good
47537,20.7,good
47540,27.84,good
47573,20.87,good
47591,3.81,neutral
47594,9.04,neutral
47683,1.0,neutral
47716,16.07,good
47755,36.76,good
47770,15.59,good
47778,33.56,good
47812,7.97,good
47818,18.26,good
47819,33.84,good
47944,16.61,good
47962,12.11,good
47967,9.96,good
47992,57.24,good
47995,31.41,good
48044,5.23,neutral
48057,26.53,good
48066,6.38,neutral
48067,9.77,good
48187,27.87,good
48244,9.67,neutral
48461,13.18,good
48462,26.56,good
48464,24.61,good
48466,27.43,good
48469,34.63,good
48524,16.18,good
48527,13.63,good
48530,12.14,good
48534,21.99,good
48538,13.69,good
48584,1.0,neutral
48611,3.64,neutral
48697,25.01,neutral
48712,3.06,neutral
48720,36.19,good
48726,10.67,good
48732,12.84,neutral
48752,11.33,good
48758,11.42,neutral
48773,13.49,good
48865,1.0,neutral
48993,10.66,neutral
49001,20.98,good
49024,4.69,neutral
49191,18.46,good
49242,30.22,good
49332,1.0,neutral
49346,15.13,neutral
49369,28.63,good
49399,3.89,neutral
49409,8.38,good
49470,7.46,neutral
49485,22.83,good
49707,10.04,neutral
49778,14.39,neutral
49885,9.53,neutral
49892,11.25,good
49906,5.47,neutral
49908,30.57,good
49914,8.38,neutral
50030,1.0,neutral
50042,14.44,neutral
50083,39.33,good
50086,48.23,good
50090,1.0,neutral
50183,6.99,neutral
50189,13.4,neutral
50194,13.95,good
50355,18.27,neutral
50369,23.71,neutral
50443,3.54,neutral
50531,3.05,neutral
50566,22.76,good
50606,36.55,good
50662,2.38,neutral
50686,7.89,neutral
50802,31.65,good
50903,25.8,good
50944,13.53,neutral
51084,3.94,neutral
51140,15.5,neutral
51163,1.0,neutral
51183,15.04,neutral
51184,10.46,neutral
51316,24.78,good
51406,8.76,neutral
51510,21.26,good
51631,10.76,neutral
51756,23.88,good
51798,9.39,good
51860,25.73,good
51874,1.0,neutral
51954,9.62,neutral
51988,32.17,good
52166,3.97,neutral
52231,26.58,good
52280,12.48,good
52327,26.27,good
52331,4.34,neutral
52360,5.27,neutral
52455,18.03,good
52465,15.48,neutral
52519,21.11,good
52672,1.0,neutral
52695,20.68,good
52718,10.79,neutral
52930,20.45,good
52933,43.15,good
52943,23.17,good
52954,44.67,good
52978,28.86,good
53169,21.09,good
53180,40.84,good
53188,9.59,neutral
53224,11.9,good
53282,16.08,good
53283,8.05,neutral
53407,22.25,good
53609,13.88,neutral
53667,24.22,good
53901,1.0,neutral
53938,30.9,good
54174,9.66,neutral
54265,9.81,neutral
54318,7.89,neutral
54374,7.46,neutral
54732,8.28,neutral
54775,16.88,neutral
54796,1.0,neutral
55133,5.89,neutral
55217,1.0,neutral
55602,28.22,good
55666,15.76,neutral
56225,1.0,neutral
56292,10.02,neutral
56447,1.0,neutral
56469,3.73,neutral
56556,6.22,neutral
56571,27.1,good
56572,21.17,good
56698,8.08,neutral
56810,46.2,good
57001,20.23,good
57011,17.01,good
57164,1.0,neutral
57180,8.85,neutral
57191,14.74,good
57252,23.16,good
57255,21.37,good
57272,18.68,good
57360,4.64,neutral
57417,11.84,good
57478,11.59,good
57892,17.29,good
57968,14.86,good
58211,18.28,good
58212,19.25,good
58353,8.28,neutral
58427,4.34,neutral
58443,14.53,good
58448,10.46,good
58666,22.41,good
58832,1.0,neutral
58912,36.74,good
59083,1.0,neutral
59148,57.75,good
59382,29.89,good
59562,11.82,neutral
59624,47.6,good
59644,5.51,neutral
59798,4.71,neutral
60113,2.22,neutral
60329,9.62,neutral
60573,14.42,good
60595,29.69,good
60831,27.15,good
60897,6.92,neutral
60984,2.54,neutral
61289,28.22,good
61625,12.73,neutral
61764,20.05,good
61884,1.08,neutral
62011,1.0,neutral
62031,7.2,neutral
62033,5.29,neutral
62098,25.7,good
62101,13.26,neutral
62220,15.03,neutral
62248,4.16,neutral
62264,12.87,neutral
62372,11.82,neutral
62571,7.63,neutral
62577,10.62,neutral
62867,14.32,good
62962,9.81,good
62975,16.93,good
63346,42.09,good
63451,11.6,neutral
63454,7.04,neutral
63469,8.52,neutral
63708,13.93,neutral
63927,16.27,good
64262,1.0,neutral
